test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.6635528206825256,0.01899842917919159,0.006404681131243706,0.009646556340157986,0.014548905193805695,0.025618724524974823,0.13203482329845428,0.049102552235126495,0.13568435609340668,0.19293113052845,0.2995176613330841,0.04268094152212143,0.11479407548904419,0.1627902388572693,0.24283522367477417,0.0,0.0,0.0,0.0
