alpha,beta,temp,total_cov,avg_recall_per_group
0.3,0.3,1.0,0.47959682943536547,0.5147287892452855
0.4,0.3,1.0,0.4781289754379098,0.5017738708433224
0.5,0.3,1.0,0.47015363538506705,0.4829959536835104
0.6,0.3,1.0,0.45180546041687053,0.4547319324267048
0.7,0.3,1.0,0.419757314805754,0.40756117534629555
0.8,0.3,1.0,0.3817888247382327,0.3511916441928387
0.9,0.3,1.0,0.32087288384382034,0.27088158267252593
1.0,0.3,1.0,0.22394559154516097,0.1642662470867504
0.0,0.4,1.0,0.4363440649770036,0.5005211220716898
0.1,0.4,1.0,0.4623740091985517,0.5210222341409391
0.2,0.4,1.0,0.4818475388981309,0.5330730661655871
0.3,0.4,1.0,0.4921714453469028,0.5354335584341523
0.4,0.4,1.0,0.49657500733927,0.5315143151987267
0.5,0.4,1.0,0.49613465114003324,0.5220008507360729
0.6,0.4,1.0,0.4902632351502104,0.5082805379837018
0.7,0.4,1.0,0.4754379097759076,0.48658386658396063
0.8,0.4,1.0,0.43570799491143947,0.4362888834114559
0.9,0.4,1.0,0.3688717095606224,0.3541340001108459
1.0,0.4,1.0,0.2569723064879147,0.2265900940723735
0.0,0.5,1.0,0.4322830022507095,0.49766800827853164
0.1,0.5,1.0,0.45708973480771115,0.5202975777052026
0.2,0.5,1.0,0.4770525491731089,0.5342707085573624
0.3,0.5,1.0,0.49114394754868385,0.5430165360556469
0.4,0.5,1.0,0.4973578628045797,0.5427153188346621
0.5,0.5,1.0,0.5001957138663274,0.5389821762975834
0.6,0.5,1.0,0.4946178686759957,0.5255330357386574
0.7,0.5,1.0,0.4792543301692925,0.5045272711050883
0.8,0.5,1.0,0.4445151188961738,0.4650915929258614
0.9,0.5,1.0,0.37029063509149623,0.3851165452242032
1.0,0.5,1.0,0.27018299246501615,0.2774946191707673
0.0,0.6,1.0,0.4223505235345924,0.4899777105026717
0.1,0.6,1.0,0.4411879831686075,0.5074260486727756
0.2,0.6,1.0,0.4579215187396027,0.5214987010257262
0.3,0.6,1.0,0.471523632449359,0.5301033556190524
0.4,0.6,1.0,0.47685683530678147,0.5322279889747988
0.5,0.6,1.0,0.4720129171151776,0.523490922525134
0.6,0.6,1.0,0.45616009394265583,0.5041292587789843
0.7,0.6,1.0,0.42895586652314316,0.4724954391955888
0.8,0.6,1.0,0.38937273705842057,0.4280098728582407
0.9,0.6,1.0,0.32992465016146394,0.3657717683079278
1.0,0.6,1.0,0.25041589196594577,0.27509175937981545
0.0,0.7,1.0,0.39446129758293375,0.46173068357719677
0.1,0.7,1.0,0.4041491339661415,0.4705163796531551
0.2,0.7,1.0,0.4086016244250905,0.47279865356542483
0.3,0.7,1.0,0.4084059105587631,0.47120628633609857
0.4,0.7,1.0,0.40282806536843135,0.4641715114225798
0.5,0.7,1.0,0.3898130932576573,0.4471100717368307
0.6,0.7,1.0,0.36994813582542324,0.4247855315411156
0.7,0.7,1.0,0.34259712300616496,0.3923407976558552
0.8,0.7,1.0,0.30731969860064584,0.3523967891866499
0.9,0.7,1.0,0.26431157647519327,0.3039798011385277
1.0,0.7,1.0,0.20853312457187592,0.24022483457223884
0.0,0.8,1.0,0.294940796555436,0.351857861512016
0.1,0.8,1.0,0.29195616009394265,0.3473040891129397
0.2,0.8,1.0,0.2869654565025932,0.3407952955737594
0.3,0.8,1.0,0.27899011644975047,0.33121511884979093
0.4,0.8,1.0,0.26822585380174185,0.3182135961245113
0.5,0.8,1.0,0.2550151678246404,0.30175035056880556
0.6,0.8,1.0,0.24038555631666503,0.28535909739118037
0.7,0.8,1.0,0.2211566689499951,0.26426102555646025
0.8,0.8,1.0,0.1945885115960466,0.23631016596655832
0.9,0.8,1.0,0.16347000684998533,0.20129202300182236
1.0,0.8,1.0,0.13210685977101477,0.16421950909059566
0.0,0.9,1.0,0.11395439866914571,0.1516297616850103
0.1,0.9,1.0,0.10950190821019669,0.14638236090353954
0.2,0.9,1.0,0.10402191995302867,0.13984002356009723
0.3,0.9,1.0,0.09761229083080536,0.13195156115966428
0.4,0.9,1.0,0.09257265877287406,0.12483934897378728
0.5,0.9,1.0,0.08670124278305118,0.11651376213991316
0.6,0.9,1.0,0.08004697132791859,0.10823606275724139
0.7,0.9,1.0,0.07309912907329484,0.10002891011178304
0.8,0.9,1.0,0.0670809276837264,0.09307361658190387
0.9,0.9,1.0,0.06052451316175751,0.08531060100120874
1.0,0.9,1.0,0.05387024170662492,0.07709735834045227
0.0,1.0,1.0,0.01277032977786476,0.02058328616339666
0.1,1.0,1.0,0.01277032977786476,0.02058328616339666
0.2,1.0,1.0,0.01277032977786476,0.02058328616339666
0.3,1.0,1.0,0.01277032977786476,0.02058328616339666
0.4,1.0,1.0,0.01277032977786476,0.02058328616339666
0.5,1.0,1.0,0.01277032977786476,0.02058328616339666
0.6,1.0,1.0,0.01277032977786476,0.02058328616339666
0.7,1.0,1.0,0.01277032977786476,0.02058328616339666
0.8,1.0,1.0,0.01277032977786476,0.02058328616339666
0.9,1.0,1.0,0.01277032977786476,0.02058328616339666
1.0,1.0,1.0,0.01277032977786476,0.02058328616339666
