candidate_size,avg_group_count,total_cov,avg_cov_per_group,alpha,beta,temp,avg_group_density
814500,79.73333333333333,0.05284274390840591,0.005204722457146447,0.0,0.0,1.0,1.100507143653939e-05
814500,80.78624923265808,0.1328897152363245,0.026029244900170976,0.1,0.0,1.0,0.001064630708843694
814500,85.54131368937999,0.22668558567374497,0.07137952534236416,0.2,0.0,1.0,0.0030997612394003046
814500,87.3403314917127,0.32429787650455033,0.18688074050505318,0.3,0.0,1.0,0.033020184154901544
814500,86.86556169429097,0.4486251100890498,0.3597021636116406,0.4,0.0,1.0,0.018322235752452957
814500,85.59472068753837,0.455768666210001,0.4136341575906494,0.5,0.0,1.0,0.013494231208460716
814500,84.97704112952732,0.4037087777669048,0.4167872894268853,0.6,0.0,1.0,0.011705775661914195
814500,83.88115408225906,0.35468245425188377,0.39943446464072807,0.7,0.0,1.0,0.010079283287311185
814500,82.1231430325353,0.3158821802524709,0.3660696440824489,0.8,0.0,1.0,0.008391019036442907
814500,80.60662983425415,0.2742440551913103,0.3253936117909362,0.9,0.0,1.0,0.0075802761561608
814500,78.94561080417434,0.158772874058127,0.21173654448746002,1.0,0.0,1.0,0.005046813585872261
814500,79.70128913443831,0.14981896467364714,0.035396265745798516,0.0,0.1,1.0,0.0027063108199884296
814500,84.52277470841007,0.2632351502103924,0.10458919383369239,0.1,0.1,1.0,0.007904994783419996
814500,87.9915285451197,0.38907916625892947,0.2568395615266028,0.2,0.1,1.0,0.046475308431707975
814500,88.5769183548189,0.5032782072609845,0.41494841530034193,0.3,0.1,1.0,0.025843533349797488
814500,87.80699815837937,0.537723847734612,0.4804481708965976,0.4,0.1,1.0,0.019692819196901752
814500,86.53357888275015,0.5226538800274,0.5001457050181441,0.5,0.1,1.0,0.016253319039270346
814500,85.18858195211786,0.4773950484391819,0.4931584739292923,0.6,0.1,1.0,0.01429796189101639
814500,83.96034376918355,0.4224483804677561,0.469346682718055,0.7,0.1,1.0,0.012554545515954144
814500,82.54597912829956,0.3714649182894608,0.42934998165919674,0.8,0.1,1.0,0.010421341127506017
814500,81.22578268876612,0.30815148253253744,0.3636929909466689,0.9,0.1,1.0,0.008249309370688771
814500,80.04788213627992,0.22066738428417654,0.27850008896219036,1.0,0.1,1.0,0.006224710204143318
814500,84.36108041743401,0.23979841471768273,0.10034834298486962,0.0,0.2,1.0,0.005629394988662741
814500,87.8196439533456,0.3666699285644388,0.24315250202768063,0.1,0.2,1.0,0.026611753054487316
814500,88.9170042971148,0.48585967315784323,0.4073559496216503,0.2,0.2,1.0,0.026173101353858533
814500,88.60626151012892,0.5276935120853312,0.4747389862941737,0.3,0.2,1.0,0.02157229967997216
814500,87.7074278698588,0.5348859966728643,0.5055841405738037,0.4,0.2,1.0,0.018793051587819905
814500,86.56071209330878,0.5200117428319796,0.5143215900656126,0.5,0.2,1.0,0.016964700533708202
814500,85.35788827501534,0.48194539583129464,0.5060925017598893,0.6,0.2,1.0,0.01532827406858786
814500,84.18219766728053,0.4389862021724239,0.48536503959411403,0.7,0.2,1.0,0.013565449808730968
814500,83.0195211786372,0.3906448771895489,0.4496876064270002,0.8,0.2,1.0,0.01156038657747608
814500,82.02995702885205,0.3266464429004795,0.38611298529001464,0.9,0.2,1.0,0.009082061498310092
814500,81.04714548802947,0.24033662785008317,0.29528032495973755,1.0,0.2,1.0,0.006442066860157458
814500,87.88422344996931,0.2781583325178589,0.1663970198291072,0.0,0.3,1.0,0.008488420635565892
814500,88.87882136279926,0.4148155396809864,0.34334051075009037,0.1,0.3,1.0,0.018587594240370306
814500,88.66531614487415,0.4720129171151776,0.42547419478245774,0.2,0.3,1.0,0.018410641672527043
814500,88.05844076120319,0.49784714747039827,0.46960187543559306,0.3,0.3,1.0,0.017892318799291394
814500,87.22971147943524,0.500342499266073,0.49180754180593267,0.4,0.3,1.0,0.017130301938212217
814500,86.29453652547575,0.4870339563558078,0.49998833002730175,0.5,0.3,1.0,0.01614308799788821
814500,85.35801104972376,0.4600743712692044,0.4945794356265383,0.6,0.3,1.0,0.015125111980699293
814500,84.39472068753837,0.42499266073001274,0.4755277141813318,0.7,0.3,1.0,0.013839842521598261
814500,83.404788213628,0.38036989920735886,0.43923454527803985,0.8,0.3,1.0,0.012038926047256095
814500,82.62553713934929,0.3221939524415305,0.38189282943765834,0.9,0.3,1.0,0.009674164748139024
814500,82.00662983425414,0.2348077111263333,0.2897799737319462,1.0,0.3,1.0,0.006561544604830685
814500,88.42467771639042,0.2750758391232019,0.21263111831393514,0.0,0.4,1.0,0.009047428116495405
814500,88.36427255985267,0.37904883060964867,0.3408264291788997,0.1,0.4,1.0,0.014016876190037608
814500,87.89736034376918,0.4219590958019376,0.4028051050386136,0.2,0.4,1.0,0.015084398667406532
814500,87.33934929404543,0.4406008415696252,0.43697288128819306,0.3,0.4,1.0,0.015207368934431803
814500,86.67341927562921,0.44280262256580877,0.45596665147347193,0.4,0.4,1.0,0.015264198277947899
814500,85.948802946593,0.4339465701144926,0.46326428883314824,0.5,0.4,1.0,0.014887646487311751
814500,85.19619398403928,0.41633232214502397,0.45961459214130373,0.6,0.4,1.0,0.014275483922767684
814500,84.42946593001841,0.38907916625892947,0.44226393661699626,0.7,0.4,1.0,0.013722154520030406
814500,83.68741559238796,0.3512085331245719,0.40868617081686853,0.8,0.4,1.0,0.01236814652985277
814500,83.09490484960098,0.2945493688227811,0.3520836009630632,0.9,0.4,1.0,0.010530801988133536
814500,82.6756292203806,0.21846560328799294,0.27262852719744257,1.0,0.4,1.0,0.007168533556927686
814500,87.782934315531,0.2261963010079264,0.2090862267141038,0.0,0.5,1.0,0.00822284951552756
814500,87.52498465316145,0.3063900577355906,0.3035790999970835,0.1,0.5,1.0,0.011413848714160053
814500,87.09564149785145,0.34665818573245916,0.3557235504388715,0.2,0.5,1.0,0.012757393362670526
814500,86.63572744014733,0.3669145708973481,0.38785292074251676,0.3,0.5,1.0,0.01330434733429724
814500,86.09527317372621,0.37317741461982584,0.40433377080141064,0.4,0.5,1.0,0.01346655592697454
814500,85.536525475752,0.37122027595655155,0.41231493322304236,0.5,0.5,1.0,0.013544698617276661
814500,84.9572744014733,0.35879244544475974,0.40771615885966744,0.6,0.5,1.0,0.013280128167095786
814500,84.32252915899325,0.3374107055484881,0.39044980883396,0.7,0.5,1.0,0.013039935279382292
814500,83.72363413136894,0.30105685487816813,0.3565787811715935,0.8,0.5,1.0,0.012495041748567425
814500,83.24788213627993,0.25124767589783736,0.30648859607708223,0.9,0.5,1.0,0.010903777260107902
814500,82.8780847145488,0.19326744299833643,0.24452421608668579,1.0,0.5,1.0,0.007347950542276855
814500,87.0413750767342,0.1785399745571974,0.1865869289647396,0.0,0.6,1.0,0.007119757161611882
814500,86.74106813996316,0.2339759271944417,0.25246140980839393,0.1,0.6,1.0,0.009903225031108073
814500,86.34524248004911,0.26861728153439673,0.29626115246414964,0.2,0.6,1.0,0.011124641469062228
814500,85.9280540208717,0.2870143849691751,0.32128572217269086,0.3,0.6,1.0,0.011468192165825458
814500,85.463474524248,0.29552793815441825,0.3353873802103991,0.4,0.6,1.0,0.011834112593614457
814500,84.9938612645795,0.2955768666210001,0.34086064875531336,0.5,0.6,1.0,0.011933790217534703
814500,84.50828729281768,0.28530188863881006,0.33376661866011875,0.6,0.6,1.0,0.012025006423135544
814500,83.95162676488643,0.26548585967315785,0.3156672368947272,0.7,0.6,1.0,0.011428886614269
814500,83.48741559238796,0.23901555925237303,0.2906848212706904,0.8,0.6,1.0,0.011557655141449474
814500,83.09674647022713,0.20192778158332517,0.2521486210954479,0.9,0.6,1.0,0.010115771978635085
814500,82.81190914671578,0.16170858205303845,0.21026416152567165,1.0,0.6,1.0,0.008188326353718718
814500,86.04088397790055,0.13470006849985322,0.15522333735235955,0.0,0.7,1.0,0.006029171226913199
814500,85.81141804788214,0.1678735688423525,0.1942815050735678,0.1,0.7,1.0,0.007942562036097478
814500,85.47182320441989,0.1914570897348077,0.22347859524211286,0.2,0.7,1.0,0.009276369331945858
814500,85.10620012277471,0.2057931304432919,0.24173700447428426,0.3,0.7,1.0,0.009925567162339877
814500,84.68802946593001,0.2133770427634798,0.25243872148678415,0.4,0.7,1.0,0.010781355953962124
814500,84.23204419889503,0.21288775809766122,0.254672011094045,0.5,0.7,1.0,0.011220272991679813
814500,83.75997544505832,0.20456991877874547,0.24790742647907665,0.6,0.7,1.0,0.011282596641703571
814500,83.32302025782688,0.189646736471279,0.23473774570114705,0.7,0.7,1.0,0.01155166698109062
814500,82.94561080417434,0.17066249143751835,0.21660907759549922,0.8,0.7,1.0,0.011450545735141733
814500,82.71528545119705,0.14952539387415598,0.1932007459994677,0.9,0.7,1.0,0.01038967162754416
814500,82.57519950890116,0.12408259125159017,0.16331962798813626,1.0,0.7,1.0,0.008502633384325478
814500,84.65537139349294,0.08895195224581662,0.10848478938119059,0.0,0.8,1.0,0.004112866277598372
814500,84.42529158993247,0.10274977982190038,0.12638925719357738,0.1,0.8,1.0,0.005855255329926689
814500,84.1767955801105,0.11415011253547314,0.14117928405742922,0.2,0.8,1.0,0.008462371032661852
814500,83.82344996930632,0.1199236715921323,0.14928205826977986,0.3,0.8,1.0,0.009008893680739205
814500,83.43302639656231,0.1225658087875526,0.1536219006114638,0.4,0.8,1.0,0.009729714699648694
814500,83.0828729281768,0.12139152558958802,0.15366614252088825,0.5,0.8,1.0,0.010161387063456687
814500,82.77875997544506,0.11713474899696644,0.14934050516118091,0.6,0.8,1.0,0.01094663717543346
814500,82.52044198895028,0.11057833447499756,0.14249299849153602,0.7,0.8,1.0,0.011262905481379162
814500,82.34426028238182,0.10172228202368137,0.13187478971034383,0.8,0.8,1.0,0.011048746526279454
814500,82.20577041129528,0.09169194637440063,0.12058165443009988,0.9,0.8,1.0,0.010827326776779984
814500,82.10755064456723,0.07916625892944515,0.10444635338742153,1.0,0.8,1.0,0.008516573311304915
814500,82.80883977900552,0.04149133966141501,0.052914254304136224,0.0,0.9,1.0,0.001977930064551404
814500,82.63916513198281,0.04305705059203445,0.05493711378555924,0.1,0.9,1.0,0.0035171011074081825
814500,82.55432780847146,0.04403561992367159,0.05656480878341998,0.2,0.9,1.0,0.004253201706631209
814500,82.42750153468386,0.044720618455817596,0.05809773871413997,0.3,0.9,1.0,0.005454076834404743
814500,82.30988336402702,0.044671689989235736,0.058301340105586665,0.4,0.9,1.0,0.006494117851891329
814500,82.20405156537753,0.04452490458949016,0.058224411032340835,0.5,0.9,1.0,0.007186865802701503
814500,82.11025168815225,0.04349740679127116,0.0571075509467883,0.6,0.9,1.0,0.007273565920943351
814500,82.017065684469,0.041784910460906155,0.054979249656966045,0.7,0.9,1.0,0.006642527389099148
814500,81.91945979128299,0.04007241413054115,0.05303823998114974,0.8,0.9,1.0,0.006326521960085253
814500,81.87747084100675,0.03796849006752128,0.05066727079618424,0.9,0.9,1.0,0.005439229680606847
814500,81.8120319214242,0.03581563753791956,0.047756681964785094,1.0,0.9,1.0,0.004495425565576383
