test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.5843772888183594,0.013773432932794094,0.0,0.00010295480024069548,0.0009265932021662593,0.0032945536077022552,0.15599778294563293,0.05611036717891693,0.16246268153190613,0.22814784944057465,0.3486049771308899,0.03648468479514122,0.1049213707447052,0.14388059079647064,0.20886217057704926,0.0,0.0,0.0,0.0
