test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.14455945789813995,0.008441795594990253,0.0,0.0,0.0009099181042984128,0.003639672417193651,0.25094130635261536,0.12253563851118088,0.2769184112548828,0.3682135343551636,0.509250819683075,0.024557245895266533,0.0553010031580925,0.07193531841039658,0.09409824758768082,0.0,0.0,0.0,0.0
