candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
8145,0.9300184162062615,0.007730697719933457,0.007184261914658347,0.004863367122417018,0.019398403928790667
24435,2.7570288520564765,0.017124963303650063,0.015194869397761627,0.0075266536870698605,0.014323715981174545
48870,5.477348066298343,0.027742440551913102,0.02439620464897327,0.009214490072120725,0.011602209944751382
97740,10.923020257826888,0.04736275565123789,0.0437814668055045,0.011145926562448843,0.009903826478412113
179190,19.968815224063842,0.08122125452588316,0.07735001418501115,0.012632320339473787,0.009263909816396004
309510,34.28815224063843,0.12789901164497505,0.12269699499576305,0.012750611494732045,0.00844560757326096
496845,54.79435236341314,0.1834328212153831,0.1758589938943389,0.011205505346201747,0.007545612816874478
781920,85.79189686924494,0.2505137488991095,0.23956121526625654,0.010083426497395721,0.006547984448536935
1172880,127.93038674033149,0.31901360211370977,0.30373177973389603,0.008801637897687238,0.005558965964122502
1718595,186.39300184162062,0.38447989040023484,0.36545549098629126,0.007445414710466974,0.0045723396146270644
2443500,263.63707796193984,0.4505333202857422,0.4281667324693648,0.006160069669500098,0.003768365050133006
3396465,364.72731737262126,0.515754966239358,0.49083067442065753,0.00510527050027885,0.0031035208665480137
4626360,494.68802946593,0.5742734122712594,0.5475777119440156,0.004166878482552633,0.0025369837193819763
6190200,659.2750153468386,0.6253058029161366,0.5968270156906128,0.00338591178847822,0.002064553649316662
8145000,864.3226519337016,0.67149427536941,0.6421788553268752,0.002744723121390067,0.0016849600982197666
