test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.6451836228370667,0.008620785549283028,0.0,0.002764745382592082,0.005110589787364006,0.008210455998778343,0.1258564293384552,0.041219837963581085,0.125,0.18917560577392578,0.307138055562973,0.03486825153231621,0.10304310917854309,0.1547185778617859,0.24025413393974304,0.0,0.0,0.0,0.0
