alpha,beta,temp,total_cov,avg_recall_per_group
0.0,0.0,1.0,0.08378932968536251,0.08775436046511628
0.1,0.0,1.0,0.08926128590971272,0.09302325581395349
0.2,0.0,1.0,0.08652530779753762,0.09013765389876881
0.30000000000000004,0.0,1.0,0.07489740082079344,0.07778300273597812
0.4,0.0,1.0,0.06361149110807114,0.06633678180574555
0.5,0.0,1.0,0.04411764705882353,0.043965173278613774
0.6000000000000001,0.0,1.0,0.020861833105335157,0.019510231418148654
0.7000000000000001,0.0,1.0,0.017783857729138167,0.017136200410396717
0.8,0.0,1.0,0.013337893296853625,0.013538816689466484
0.9,0.0,1.0,0.01265389876880985,0.013102770177838577
1.0,0.0,1.0,0.011285909712722298,0.006519322845417236
0.0,0.1,1.0,0.11730506155950753,0.12163880813953488
0.1,0.1,1.0,0.12551299589603282,0.13001774110807113
0.2,0.1,1.0,0.12243502051983585,0.12692907831737346
0.30000000000000004,0.1,1.0,0.11627906976744186,0.12057006668946649
0.4,0.1,1.0,0.09746922024623803,0.10140218878248974
0.5,0.1,1.0,0.08002735978112176,0.08377864227086183
0.6000000000000001,0.1,1.0,0.046511627906976744,0.04834986320109439
0.7000000000000001,0.1,1.0,0.021545827633378933,0.02218707250341997
0.8,0.1,1.0,0.018125854993160054,0.01873503761969904
0.9,0.1,1.0,0.01573187414500684,0.01603112175102599
1.0,0.1,1.0,0.01709986320109439,0.01338064295485636
0.0,0.2,1.0,0.13303693570451436,0.13783024110807113
0.1,0.2,1.0,0.1378248974008208,0.14291745041039672
0.2,0.2,1.0,0.13987688098495213,0.14509768296853626
0.30000000000000004,0.2,1.0,0.1326949384404925,0.13783024110807113
0.4,0.2,1.0,0.12756497948016415,0.13256134575923392
0.5,0.2,1.0,0.11183310533515732,0.11666381668946649
0.6000000000000001,0.2,1.0,0.08686730506155951,0.09086439808481532
0.7000000000000001,0.2,1.0,0.06224350205198358,0.06506497948016415
0.8,0.2,1.0,0.042065663474692205,0.04346571477428181
0.9,0.2,1.0,0.020861833105335157,0.020958019835841314
1.0,0.2,1.0,0.022571819425444596,0.01703455122359021
0.0,0.30000000000000004,1.0,0.14158686730506156,0.14691454343365254
0.1,0.30000000000000004,1.0,0.14432284541723667,0.1498215201778386
0.2,0.30000000000000004,1.0,0.1484268125854993,0.15400029924760603
0.30000000000000004,0.30000000000000004,1.0,0.14500683994528044,0.15054826436388508
0.4,0.30000000000000004,1.0,0.1405608755129959,0.14618779924760603
0.5,0.30000000000000004,1.0,0.13303693570451436,0.13855698529411764
0.6000000000000001,0.30000000000000004,1.0,0.12243502051983585,0.12765582250341997
0.7000000000000001,0.30000000000000004,1.0,0.10054719562243503,0.10485422366621067
0.8,0.30000000000000004,1.0,0.07797537619699042,0.08143809849521204
0.9,0.30000000000000004,1.0,0.05437756497948017,0.05542790032679738
1.0,0.30000000000000004,1.0,0.029069767441860465,0.0231109401124791
0.0,0.4,1.0,0.1460328317373461,0.15145669459644323
0.1,0.4,1.0,0.1484268125854993,0.15400029924760603
0.2,0.4,1.0,0.1515047879616963,0.1570889620383037
0.30000000000000004,0.4,1.0,0.15253077975376197,0.15817907831737346
0.4,0.4,1.0,0.15013679890560874,0.1558171597127223
0.5,0.4,1.0,0.146374829001368,0.15236512482900136
0.6000000000000001,0.4,1.0,0.13885088919288646,0.144734310875513
0.7000000000000001,0.4,1.0,0.1292749658002736,0.13492326436388508
0.8,0.4,1.0,0.11320109439124487,0.11829899110807114
0.9,0.4,1.0,0.09062927496580027,0.09390496751025992
1.0,0.4,1.0,0.06668946648426813,0.06427826702386381
0.0,0.5,1.0,0.1487688098495212,0.15436367134062928
0.1,0.5,1.0,0.15492476060191518,0.16090436901504787
0.2,0.5,1.0,0.15629274965800274,0.1623578573871409
0.30000000000000004,0.5,1.0,0.1542407660738714,0.1598142527359781
0.4,0.5,1.0,0.15253077975376197,0.15817907831737346
0.5,0.5,1.0,0.15047879616963064,0.15636221785225718
0.6000000000000001,0.5,1.0,0.14534883720930233,0.15109332250341997
0.7000000000000001,0.5,1.0,0.13885088919288646,0.144734310875513
0.8,0.5,1.0,0.13132694938440492,0.13674012482900136
0.9,0.5,1.0,0.11867305061559508,0.12384041552667578
1.0,0.5,1.0,0.10088919288645691,0.10357470265237878
0.0,0.6000000000000001,1.0,0.1538987688098495,0.1596325666894665
0.1,0.6000000000000001,1.0,0.15560875512995895,0.16144942715458277
0.2,0.6000000000000001,1.0,0.1569767441860465,0.1629029155266758
0.30000000000000004,0.6000000000000001,1.0,0.15321477428180574,0.15890582250341997
0.4,0.6000000000000001,1.0,0.1511627906976744,0.15690727599179208
0.5,0.6000000000000001,1.0,0.1491108071135431,0.15436367134062928
0.6000000000000001,0.6000000000000001,1.0,0.1460328317373461,0.1512750085499316
0.7000000000000001,0.6000000000000001,1.0,0.1381668946648427,0.14328082250341997
0.8,0.6000000000000001,1.0,0.1320109439124487,0.13728518296853626
0.9,0.6000000000000001,1.0,0.1265389876880985,0.1316529155266758
1.0,0.6000000000000001,1.0,0.11730506155950753,0.12238692715458277
0.0,0.7000000000000001,1.0,0.14979480164158687,0.1552721015731874
0.1,0.7000000000000001,1.0,0.14945280437756497,0.15490872948016415
0.2,0.7000000000000001,1.0,0.1487688098495212,0.15418198529411764
0.30000000000000004,0.7000000000000001,1.0,0.14740082079343364,0.15272849692202461
0.4,0.7000000000000001,1.0,0.146374829001368,0.15163838064295485
0.5,0.7000000000000001,1.0,0.1436388508891929,0.14891308994528044
0.6000000000000001,0.7000000000000001,1.0,0.13987688098495213,0.14491599692202461
0.7000000000000001,0.7000000000000001,1.0,0.13440492476060192,0.1394654155266758
0.8,0.7000000000000001,1.0,0.13132694938440492,0.13655843878248974
0.9,0.7000000000000001,1.0,0.12585499316005472,0.1311078573871409
1.0,0.7000000000000001,1.0,0.12209302325581395,0.12729245041039672
0.0,0.8,1.0,0.13577291381668946,0.14073721785225718
0.1,0.8,1.0,0.13440492476060192,0.1394654155266758
0.2,0.8,1.0,0.1320109439124487,0.13710349692202461
0.30000000000000004,0.8,1.0,0.13030095759233926,0.13528663645690833
0.4,0.8,1.0,0.13064295485636115,0.13546832250341997
0.5,0.8,1.0,0.1292749658002736,0.1341965201778386
