candidate_size,avg_group_count,total_cov,avg_cov_per_group,alpha,beta,temp,avg_group_density
644800,100.0,0.0,0.0,0.0,0.0,1.0,0.0
644800,100.0,0.0002931261908251502,0.00031017369727047146,0.1,0.0,1.0,7.2462705860717016e-06
644800,100.0,0.003810640480726953,0.003489454094292804,0.2,0.0,1.0,4.892669813528565e-05
644800,99.98402605459057,0.024329473838487468,0.02175093052109181,0.3,0.0,1.0,0.0004278865255951981
644800,99.75713399503722,0.09907665249890078,0.09113937138130687,0.4,0.0,1.0,0.00215894048448081
644800,98.7588399503722,0.22336215740876447,0.2138647642679901,0.5,0.0,1.0,0.004002933723091263
644800,96.72177419354838,0.28125458009673165,0.27101426799007444,0.6,0.0,1.0,0.004399592492378398
644800,95.06265508684864,0.2408031657628609,0.23301799007444168,0.7,0.0,1.0,0.0031031845942581376
644800,93.18424317617865,0.13879525135570864,0.13647642679900746,0.8,0.0,1.0,0.0014637472019534891
644800,88.11336848635236,0.060383995309980946,0.05839019851116625,0.9,0.0,1.0,0.0005659097594577838
644800,84.78535980148884,0.015535688113732963,0.014875413564929694,1.0,0.0,1.0,0.00019381511909974907
644800,100.0,0.0005862523816503004,0.0006203473945409429,0.0,0.1,1.0,7.777750093239058e-06
644800,100.0,0.005422834530265279,0.004885235732009926,0.1,0.1,1.0,5.649659869092574e-05
644800,99.98480148883375,0.025062289315550344,0.021906017369727047,0.2,0.1,1.0,0.000539741092207858
644800,99.81699751861042,0.10977575846401876,0.10190498345740281,0.3,0.1,1.0,0.002257856711471531
644800,99.33111042183623,0.2432947383848747,0.2325268817204301,0.4,0.1,1.0,0.004387174957697242
644800,97.97394540942928,0.3492598563681665,0.33653846153846156,0.5,0.1,1.0,0.0059749298927612516
644800,96.13926799007444,0.376667155210318,0.3641439205955335,0.6,0.1,1.0,0.005034698611225363
644800,92.92137096774194,0.33885387659387367,0.32614764267990076,0.7,0.1,1.0,0.004032208757637181
644800,90.22239454094293,0.2608823098343837,0.2517834987593052,0.8,0.1,1.0,0.002936467373906836
644800,87.7222394540943,0.1496409204162392,0.14779776674937964,0.9,0.1,1.0,0.001804179870216916
644800,84.46029776674938,0.07460061556500074,0.07314929693961952,1.0,0.1,1.0,0.0009307280846877812
644800,100.0,0.004396892862377253,0.003954714640198511,0.0,0.2,1.0,2.0204134920402262e-05
644800,99.98495657568238,0.01919976549904734,0.01681399917287014,0.1,0.2,1.0,0.0002641064540207193
644800,99.91268610421837,0.08090282866774147,0.0729295905707196,0.2,0.2,1.0,0.0015057168140721678
644800,99.6113523573201,0.18642825736479554,0.17813016956162117,0.3,0.2,1.0,0.0038625172684712103
