test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.528515100479126,0.018750132992863655,0.0034576887264847755,0.014012739062309265,0.025295723229646683,0.03030027262866497,0.13423435389995575,0.03949044644832611,0.139399453997612,0.21383075416088104,0.33393993973731995,0.030656518414616585,0.10558943450450897,0.16128265857696533,0.2401774674654007,0.0,0.0,0.0,0.0
