candidate_size,avg_group_count,total_cov,avg_cov_per_group,alpha,beta,temp,avg_group_density
104500,75.17607655502393,0.1061269146608315,0.07519480519480519,0.0,0.0,1.0,0.002468060102409133
104500,79.20095693779905,0.17943107221006566,0.11856763119921014,0.1,0.0,1.0,0.002687966456695958
104500,94.33397129186604,0.4190371991247265,0.38402141717931193,0.2,0.0,1.0,0.009591439161872129
104500,96.8468899521531,0.4540481400437637,0.41980633401686035,0.3,0.0,1.0,0.018255322864210242
104500,96.8755980861244,0.45021881838074396,0.4117931191615402,0.4,0.0,1.0,0.007343609580112925
104500,97.0,0.4671772428884026,0.4274618364092048,0.5,0.0,1.0,0.007589588435374184
104500,97.22200956937799,0.4721006564551422,0.4352232854864434,0.6,0.0,1.0,0.00808510399879645
104500,97.6066985645933,0.4327133479212254,0.40796764638869903,0.7,0.0,1.0,0.006949368819822836
104500,98.97607655502392,0.2685995623632385,0.27301815143920405,0.8,0.0,1.0,0.005367997308322304
104500,99.79904306220095,0.10175054704595186,0.1220414673046252,0.9,0.0,1.0,0.0017771838361402938
104500,100.0,0.024070021881838075,0.031020733652312598,1.0,0.0,1.0,2.9947333998829644e-05
104500,76.0688995215311,0.14715536105032823,0.09875636059846586,0.0,0.1,1.0,0.0026371682342132587
104500,82.18373205741626,0.37089715536105033,0.32484051036682615,0.1,0.1,1.0,0.0076734210224426854
104500,94.97703349282297,0.5793216630196937,0.532820688083846,0.2,0.1,1.0,0.012887032044129288
104500,96.77894736842106,0.5826039387308534,0.5352206273258905,0.3,0.1,1.0,0.018081993941630032
104500,96.92727272727272,0.5645514223194749,0.5170122275385434,0.4,0.1,1.0,0.013880975593558812
104500,97.04497607655503,0.562363238512035,0.5147474747474747,0.5,0.1,1.0,0.010930196738324027
104500,97.18851674641148,0.562910284463895,0.5177686640844535,0.6,0.1,1.0,0.012295005787652772
104500,97.52822966507178,0.5311816192560175,0.49195982380192904,0.7,0.1,1.0,0.012566947039898736
104500,98.52727272727273,0.4102844638949672,0.39175324675324674,0.8,0.1,1.0,0.01222950949917234
104500,99.4401913875598,0.19146608315098468,0.20878560036454774,0.9,0.1,1.0,0.011187416050485
104500,99.98468899521531,0.0650984682713348,0.07802232854864434,1.0,0.1,1.0,0.0024762965098934614
104500,77.45071770334928,0.21389496717724288,0.15821561479456217,0.0,0.2,1.0,0.0037402729806438615
104500,86.49665071770335,0.5733041575492341,0.5153045492519177,0.1,0.2,1.0,0.01146734453172584
104500,95.23827751196173,0.661925601750547,0.6139990126832232,0.2,0.2,1.0,0.013289206570214474
104500,96.77607655502392,0.6542669584245077,0.6074850003797372,0.3,0.2,1.0,0.014682930661658739
104500,96.95215311004785,0.6438730853391685,0.5930511885775044,0.4,0.2,1.0,0.014384917435482144
104500,97.08038277511962,0.6280087527352297,0.5764642667274246,0.5,0.2,1.0,0.013436751034749376
104500,97.26028708133971,0.6187089715536105,0.5729691653375864,0.6,0.2,1.0,0.012072655651927649
104500,97.56842105263158,0.5962800875273523,0.5536261107313739,0.7,0.2,1.0,0.014089938662584896
104500,98.22966507177034,0.5175054704595186,0.47853991038201565,0.8,0.2,1.0,0.014046225865489738
104500,98.93205741626794,0.3320568927789934,0.3269860256702362,0.9,0.2,1.0,0.015828508796138483
104500,99.5598086124402,0.15098468271334792,0.16932558669400774,1.0,0.2,1.0,0.008696492296963388
104500,81.32248803827751,0.48194748358862144,0.4239363560416192,0.0,0.3,1.0,0.009658593378801936
104500,90.21626794258373,0.6602844638949672,0.6120919723551302,0.1,0.3,1.0,0.012956119383012376
104500,95.47751196172248,0.7078774617067833,0.666726285410496,0.2,0.3,1.0,0.013483528465936806
104500,96.74258373205741,0.7078774617067833,0.6701803751803752,0.3,0.3,1.0,0.013449812734939821
104500,96.97416267942583,0.700218818380744,0.6596221614642668,0.4,0.3,1.0,0.013586262214944288
104500,97.15980861244019,0.6827133479212254,0.6400049365838839,0.5,0.3,1.0,0.013612002705656637
104500,97.33492822966507,0.6591903719912473,0.6134461152882206,0.6,0.3,1.0,0.012449719037667123
104500,97.64497607655503,0.6340262582056893,0.5912747778537252,0.7,0.3,1.0,0.01284962429747825
