candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9722488038277513,0.027899343544857767,0.025364547732968784,0.02876305596527203,0.04880382775119617
3135,2.8966507177033494,0.087527352297593,0.07848446874762664,0.04722540856441785,0.051036682615629984
6270,5.672727272727273,0.17286652078774617,0.16189906584643426,0.061112568167295704,0.05039872408293461
12540,11.335885167464115,0.2986870897155361,0.2868675476570213,0.048173698906920144,0.04354066985645933
22990,20.457416267942584,0.4272428884026258,0.41375294296346926,0.03545190703539486,0.03397129186602871
39710,34.85358851674641,0.5459518599562363,0.5275389230652389,0.026721614235367352,0.025132208511709896
63745,54.596172248803825,0.6548140043763676,0.6333204222677907,0.020596225052153944,0.018777943368107303
100320,84.31004784688996,0.7439824945295405,0.7176984126984127,0.01513665006758736,0.013556618819776715
150480,125.51004784688995,0.7882932166301969,0.7674789245841878,0.010757758326648402,0.009576023391812866
220495,183.7866028708134,0.8205689277899344,0.8027033492822967,0.007839094362975915,0.006802875348647362
313500,264.17894736842106,0.837527352297593,0.8207894736842105,0.005794376150764317,0.004883572567783094
435765,368.9645933014354,0.8665207877461707,0.8543711551606289,0.004349039785550164,0.0036349867474441497
593560,504.6401913875598,0.8900437636761488,0.8812770562770563,0.00315060706299345,0.002741087674371588
794200,679.0478468899521,0.9053610503282276,0.899809751651857,0.002316502492486876,0.002083857970284563
1045000,892.1866028708134,0.9201312910284464,0.9153599908863067,0.0017799516978572686,0.0016095693779904306
