candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9846889952153111,0.030634573304157548,0.030004177109440266,0.02881549463706075,0.053588516746411484
3135,2.9444976076555025,0.08205689277899343,0.078623452570821,0.04369608263932229,0.04784688995215311
6270,5.855502392344498,0.1548140043763676,0.14997189944558365,0.051027270458863336,0.045135566188197765
12540,11.664114832535885,0.2685995623632385,0.2579270145059619,0.039635856493690384,0.03915470494417863
22990,21.385645933014356,0.4020787746170678,0.3932383990278727,0.03205948424672684,0.031970421922575036
39710,36.75311004784689,0.5536105032822757,0.5401465785676312,0.026237580454756528,0.02548476454293629
63745,58.86028708133971,0.675054704595186,0.6564673046251993,0.02021366081561638,0.019358381049494076
100320,91.94545454545455,0.7713347921225383,0.755699096225412,0.014465818951686846,0.014055023923444977
150480,136.07464114832536,0.8479212253829321,0.8377641072377915,0.010868214818314488,0.010300372142477405
220495,196.5980861244019,0.8851203501094091,0.8772920938710412,0.007958514575453903,0.007338034876074287
313500,276.67464114832535,0.9217724288840262,0.9184472544998861,0.005993628920401981,0.005374800637958533
435765,383.4488038277512,0.9387308533916849,0.937904989747095,0.004535497388028294,0.003937902309731163
593560,520.8622009569378,0.9518599562363238,0.9506482114376851,0.003468863851111468,0.002931464384392479
794200,695.487081339713,0.9584245076586433,0.9588140806561859,0.002694732441745,0.0022059934525308486
1045000,911.8488038277512,0.9644420131291028,0.967282980177717,0.0021138140447779044,0.0016870813397129186
