candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
8145,0.9155310006138735,0.024219590958019375,0.015858874194816016,0.01474506723734491,0.06077348066298342
24435,2.7489257213014118,0.07045699187787455,0.05926669332082394,0.03932673128762616,0.058931860036832415
48870,5.484591774094537,0.14507290341520696,0.13647422952514962,0.06357462034030814,0.060671168405975036
97740,10.952363413136894,0.25824444661904294,0.24720752784985972,0.07014824364042106,0.054000409249028034
179190,20.0877839165132,0.36945885115960464,0.3484553779362938,0.06123806152087814,0.04213962832747363
309510,34.676611418047884,0.46614150112535474,0.43612881956626426,0.050014099263143104,0.030780911763755615
496845,55.58453038674033,0.5472159702514923,0.5140573080253831,0.039240212499735784,0.022510038341937627
781920,87.28078575813383,0.6126822585380174,0.578391565703641,0.03000304093120384,0.016014426028238184
1172880,130.5462246777164,0.6677267834426069,0.6356016767001501,0.023730231206576684,0.011635461428279108
1718595,190.5546961325967,0.7149916821606811,0.6841867505630016,0.018467828635324156,0.008502875895717141
2443500,270.02467771639044,0.7540855269595851,0.7255809344440043,0.014472512259939362,0.006307346020053202
3396465,373.9233885819521,0.7880418827673941,0.7591972731882726,0.010977394599525006,0.004741989097488124
4626360,507.39079189686925,0.8157353948527253,0.7866601634827645,0.008585544029702845,0.003603697075022264
6190200,676.2399017802333,0.8434778354046384,0.8182343195936442,0.006667292304594,0.0027848857872120446
8145000,886.2011049723757,0.8640767198356003,0.839473371988647,0.0053016617403519595,0.0021682013505217924
