candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9856459330143541,0.03172866520787746,0.03599681020733652,0.03590111642743222,0.05550239234449761
3135,2.96555023923445,0.08698030634573305,0.09885964912280702,0.051524748510394444,0.05071770334928229
6270,5.911004784688995,0.14715536105032823,0.1609501025290499,0.04294945219586368,0.042902711323763956
12540,11.709090909090909,0.263129102844639,0.2788900281005544,0.040148336226083395,0.03835725677830941
22990,21.39617224880383,0.3900437636761488,0.39500417710944025,0.03233919111509105,0.03101348412353197
39710,36.87751196172249,0.5175054704595186,0.5183337130705552,0.024480731461633553,0.023822714681440444
63745,58.84497607655502,0.6329321663019694,0.6258597250702513,0.018421334299278763,0.018150443172013492
100320,91.43732057416268,0.7456236323851203,0.7304534062428799,0.01379366559402865,0.01358652312599681
150480,133.94162679425838,0.8227571115973742,0.8086059846586162,0.010417356278676489,0.009994683678894205
220495,190.06602870813398,0.8851203501094091,0.8750880990354675,0.007949363842227452,0.007338034876074287
313500,263.55023923444975,0.9206783369803063,0.9114297106402369,0.006052894531645858,0.005368421052631579
435765,359.6574162679426,0.9518599562363238,0.9477227158806106,0.0046269958397629615,0.003992977866510619
593560,481.1578947368421,0.9655361050328227,0.9632251082251082,0.0035237543669543398,0.002973583125547544
794200,637.6746411483253,0.9764770240700219,0.9751788562314878,0.002703960572849135,0.002247544699068245
1045000,833.1531100478469,0.9824945295404814,0.9818774208247892,0.0020921586059874137,0.0017186602870813397
