test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.13645949959754944,1.319313645362854,0.7278865575790405,0.9416259527206421,0.9106343388557434,0.965410053730011,0.9811509847640991,0.9955885410308838,0.03132746368646622,0.015389876440167427,0.028043774887919426,0.04240766167640686,0.06839945167303085,0.21160125732421875,1.1048401594161987
