test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.10606586188077927,0.3350444436073303,0.2205551564693451,0.847257673740387,0.7801448106765747,0.8976246118545532,0.9313392639160156,0.9655404090881348,0.17113879323005676,0.09952770173549652,0.18744465708732605,0.23949621617794037,0.31442487239837646,94043.34375,5025.88427734375
