candidate_size,avg_group_count,total_cov,avg_cov_per_group,alpha,beta,temp,avg_group_density
644800,100.0,0.0,0.0,0.0,0.0,1.0,0.0
644800,100.0,0.0,0.0,0.1,0.0,1.0,0.0
644800,100.0,0.0016121940495383263,0.0012923904052936312,0.2,0.0,1.0,2.363776041254212e-05
644800,99.99922456575682,0.016561629781620988,0.015327750206782466,0.3,0.0,1.0,0.00019542798438947417
644800,99.92928039702234,0.07313498461087498,0.06688120347394541,0.4,0.0,1.0,0.0011157672800831834
644800,99.15524193548387,0.19404953832624944,0.184863523573201,0.5,0.0,1.0,0.0034317618419423437
644800,96.15431141439205,0.2642532610288729,0.2529854218362283,0.6,0.0,1.0,0.0036385024596531715
644800,94.66516749379653,0.20636083834090577,0.1988213399503722,0.7,0.0,1.0,0.0023550846866009084
644800,93.73418114143921,0.1242855049098637,0.12148469809760132,0.8,0.0,1.0,0.001279418206673302
644800,90.26054590570719,0.059211490546680345,0.05725289495450786,0.9,0.0,1.0,0.000555663491477841
644800,84.77264267990074,0.007914407152279056,0.0070822994210090985,1.0,0.0,1.0,9.86778085924196e-05
644800,100.0,0.0,0.0,0.0,0.1,1.0,0.0
644800,100.0,0.0008793785724754507,0.0006978908188585608,0.1,0.1,1.0,4.959528418490723e-05
644800,100.0,0.00600908691191558,0.005040322580645161,0.2,0.1,1.0,7.842705685494474e-05
644800,99.99596774193549,0.03898578337974498,0.03439050868486352,0.3,0.1,1.0,0.0005630578342543955
644800,99.85980148883375,0.11681078704382236,0.10806968569065344,0.4,0.1,1.0,0.0017612125239304826
644800,98.90958436724566,0.249743514583028,0.23515043424317617,0.5,0.1,1.0,0.00377751729897188
644800,96.33901985111663,0.3079290634618203,0.2927135028949545,0.6,0.1,1.0,0.0039703072455563055
644800,95.27217741935483,0.2619082515022717,0.2498578370554177,0.7,0.1,1.0,0.002907385586294836
644800,94.47472084367246,0.16459035614832185,0.15824028122415218,0.8,0.1,1.0,0.0017161087811319278
644800,91.9475806451613,0.07093653817968636,0.06818651778329197,0.9,0.1,1.0,0.0006181442372773956
644800,86.6201923076923,0.014949435732082662,0.013699338296112489,1.0,0.1,1.0,0.000161430993919205
644800,100.0,0.0007328154770628756,0.00043941273779983455,0.0,0.2,1.0,5.3095996293e-05
644800,100.0,0.0029312619082515023,0.0021712158808933004,0.1,0.2,1.0,0.0002639674735314003
644800,100.0,0.019639454785285067,0.016826923076923076,0.2,0.2,1.0,0.0002688261117789176
