test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.5729585289955139,0.32190918922424316,0.4474338889122009,0.7545221447944641,0.6460931897163391,0.8317244052886963,0.897197425365448,0.9558354616165161,0.16849026083946228,0.10208600014448166,0.18483714759349823,0.23068976402282715,0.29750072956085205,4.100639343261719,1409.5665283203125
