candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9971291866028709,0.018599562363238512,0.0032839674944938105,0.00027435201999152076,0.03253588516746411
3135,2.986602870813397,0.04048140043763676,0.010382775119617224,0.0006406177971139997,0.023604465709728868
6270,5.853588516746411,0.06892778993435449,0.02113541429330903,0.0012299492071388353,0.020095693779904306
12540,11.592344497607655,0.10995623632385121,0.042753094858358015,0.0019262093313637864,0.01602870813397129
22990,21.004784688995215,0.175054704595186,0.09313700918964077,0.004385347220223533,0.013919095258808177
39710,36.295693779904305,0.2778993435448578,0.2005677071466545,0.008935948625846705,0.0127927474187862
63745,58.56650717703349,0.39879649890590807,0.33527492974861395,0.011115782158019168,0.01143619107380971
100320,92.6755980861244,0.5054704595185996,0.4474360142781195,0.008945045121421143,0.009210526315789473
150480,139.53875598086125,0.5733041575492341,0.5201389838231943,0.0067761102467523825,0.006964380648591175
220495,205.16172248803827,0.6449671772428884,0.6039120528594213,0.005397451701739402,0.005347060024036826
313500,292.22966507177034,0.7100656455142232,0.6750615174299385,0.0043619814255116155,0.004140350877192982
435765,406.20095693779905,0.7724288840262582,0.7497505126452495,0.0035496458352368317,0.0032402785905247095
593560,552.6612440191387,0.8178336980306345,0.8002221462747778,0.002843589396893748,0.0025187007210728486
794200,738.4478468899522,0.849015317286652,0.8314274322169058,0.002263337761882674,0.001954167715940569
1045000,970.7081339712919,0.8807439824945296,0.8681100478468899,0.00187586891639642,0.00154066985645933
