candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9751196172248804,0.02461706783369803,0.010248348143084986,0.005099250508156951,0.0430622009569378
3135,2.8784688995215313,0.07330415754923414,0.047016404647983595,0.023759818981661657,0.04274322169059011
6270,5.763636363636364,0.14059080962800874,0.1103512569302043,0.03921610904548504,0.04098883572567783
12540,11.552153110047847,0.26914660831509846,0.23120832383990278,0.03829737378130037,0.03923444976076555
22990,21.167464114832537,0.41575492341356673,0.3739944558365611,0.03393469584544889,0.03305785123966942
39710,36.427751196172245,0.526258205689278,0.4863218652692337,0.024653309840225006,0.02422563585998489
63745,58.33397129186603,0.62527352297593,0.5874166476798056,0.020021717955405503,0.017930818103380656
100320,91.80287081339713,0.7106126914660832,0.671501860712387,0.013817835408263281,0.012948564593301435
150480,137.63444976076556,0.7702407002188184,0.7363169286853497,0.009920040660684274,0.00935672514619883
220495,201.35885167464116,0.8265864332603938,0.7967566643882433,0.007274349619975274,0.006852763101204109
313500,285.8,0.8801969365426696,0.8640134426976532,0.005544490773342983,0.00513237639553429
435765,396.8258373205742,0.9173960612691466,0.9063898382319435,0.004263964400216094,0.003848404529964545
593560,540.044976076555,0.9414660831509847,0.9353941672362724,0.003252737433870745,0.0028994541411146305
794200,721.6784688995215,0.9567833698030634,0.9507849168375484,0.0025160351468072307,0.0022022160664819943
1045000,947.8162679425837,0.9688183807439825,0.9637035771246297,0.0019461814838029707,0.0016947368421052632
