test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.639129102230072,0.008519815281033516,0.0017605633474886417,0.003961267415434122,0.005721830762922764,0.011883802711963654,0.20672379434108734,0.13688381016254425,0.19762323796749115,0.25088027119636536,0.3661971688270569,0.04994921386241913,0.07256379723548889,0.0918324738740921,0.1356276273727417,0.0,0.0,0.0,0.0,0.12181029468774796,0.07211413234472275
