candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
6448,0.9692928039702233,0.06140993697786897,0.05789909015715467,0.017987120406475245,0.06498138957816377
19344,2.912996277915633,0.0883775465337828,0.08400537634408602,0.01791345548511113,0.03117245657568238
38688,5.871588089330025,0.10860325370071816,0.10463192721257238,0.01667843323430195,0.019153225806451613
77376,11.787686104218363,0.14583027993551223,0.13881565343258892,0.014559958288443956,0.01285928453267163
141856,21.573666253101738,0.19346328594459916,0.18366160049627792,0.012759485542556242,0.009305210918114143
245024,36.96448511166253,0.25399384434999267,0.24361559139784947,0.010390236720989767,0.007072776544338514
393328,58.42602357320099,0.31481752894621134,0.3046164185277089,0.007211548333102414,0.005461090997844038
619008,90.0787841191067,0.3816503004543456,0.37011476426799006,0.005101154076559883,0.004206730769230769
928512,132.8762406947891,0.4256192290781181,0.4127248759305211,0.0037967144913602408,0.0031275847808105873
1360528,190.70673076923077,0.4559577898285212,0.4420362903225806,0.002806998053052516,0.0022866122564180963
1934400,270.05877791563273,0.47735600175875714,0.46317979735318443,0.001968384135681119,0.0016837262200165425
2688816,375.79342431761785,0.4952366993990913,0.480316894127378,0.0013966632950616162,0.0012566869581258071
3662464,512.2591501240695,0.5078411256045727,0.492491211745244,0.0010176517387621236,0.000946084384720232
4900480,685.801023573201,0.5202989887146416,0.50466552936311,0.0007598007006273682,0.0007244188324409038
6448000,901.2332506203473,0.5299721530118716,0.5144876964433416,0.0005844519215207712,0.0005607940446650124
