test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.4582182466983795,0.03456784412264824,0.024903826415538788,0.026422353461384773,0.026928527280688286,0.030572989955544472,0.15212316811084747,0.05294594168663025,0.160457581281662,0.2331443578004837,0.36211782693862915,0.03734908625483513,0.10934124886989594,0.1557132452726364,0.2281562238931656,0.0,0.0,0.0,0.0
