test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map,candidate_size,avg_size_per_group
0.3173884153366089,0.006164477206766605,0.0007682458381168544,0.0010243278229609132,0.0010243278229609132,0.006914212368428707,0.09835309535264969,0.04250960424542427,0.09731113910675049,0.13930857181549072,0.19923175871372223,0.02195306494832039,0.05128690227866173,0.0686979591846466,0.09695938229560852,0.0,0.0,0.0,0.0,0.11871730536222458,0.04810227081179619,6448000,847.7517700195312
0.3552013337612152,0.006145034451037645,0.0007743933820165694,0.0010325245093554258,0.0010325245093554258,0.0069695403799414635,0.10726380348205566,0.046463605016469955,0.10247805714607239,0.1494579315185547,0.21528136730194092,0.024224072694778442,0.052990157157182693,0.07197830080986023,0.10405627638101578,0.0,0.0,0.0,0.0,0.12349988520145416,0.05207459256052971,4964960,652.7688598632812
0.3930543065071106,0.0061182864010334015,0.0007830853573977947,0.001044113771058619,0.001044113771058619,0.0070477682165801525,0.11784495413303375,0.05324980244040489,0.10884886234998703,0.15870529413223267,0.2372748702764511,0.026873581111431122,0.05507191643118858,0.07547944039106369,0.11219405382871628,0.0,0.0,0.0,0.0,0.12814806401729584,0.05653999373316765,3772080,495.9347839355469
0.4348853528499603,0.0060904622077941895,0.0007936508045531809,0.0010582010727375746,0.0010582010727375746,0.0071428571827709675,0.13485898077487946,0.05687830597162247,0.12089946866035461,0.20502644777297974,0.3592592477798462,0.028387585654854774,0.05910925567150116,0.09677012264728546,0.173574298620224,0.0,0.0,0.0,0.0,0.13563349843025208,0.0640961304306984,2817776,370.467529296875
0.49060600996017456,0.006078450940549374,0.0008068854222074151,0.0010758471908047795,0.0010758471908047795,0.00699300691485405,0.14934463798999786,0.061323292553424835,0.13448090851306915,0.2315761148929596,0.38111889362335205,0.029049962759017944,0.0670577883720398,0.11314030736684799,0.18209058046340942,0.0,0.0,0.0,0.0,0.1406630277633667,0.06992363184690475,2069808,272.1640930175781
0.5629708766937256,0.006081088911741972,0.0008244023192673922,0.0010992031311616302,0.0010992031311616302,0.00714481994509697,0.16687150299549103,0.06512778252363205,0.18494091928005219,0.3094256520271301,0.40120911598205566,0.029525071382522583,0.08731211721897125,0.14592017233371735,0.18937095999717712,0.0,0.0,0.0,0.0,0.14596042037010193,0.07678034156560898,1489488,196.03684997558594
0.6601820588111877,0.006079376675188541,0.000851788732688874,0.001135718310251832,0.001135718310251832,0.0073821693658828735,0.18360501527786255,0.06956274807453156,0.26774558424949646,0.3282226026058197,0.42930153012275696,0.032501596957445145,0.11653870344161987,0.1519193798303604,0.1980806142091751,0.0,0.0,0.0,0.0,0.1507318913936615,0.08314675837755203,1044576,139.1840057373047
0.7364442944526672,0.006672553718090057,0.0010574550833553076,0.0014099400723353028,0.0014099400723353028,0.009164610877633095,0.1793835461139679,0.08812125772237778,0.18470214307308197,0.26436376571655273,0.37680649757385254,0.0336034782230854,0.06934835761785507,0.09672530740499496,0.13909204304218292,0.0,0.0,0.0,0.0,0.12083783000707626,0.06617675721645355,715728,97.7103042602539
0.8914805054664612,0.006934886332601309,0.0012479200959205627,0.001663893461227417,0.001663893461227417,0.01081530749797821,0.2035326212644577,0.10565723478794098,0.21505823731422424,0.28785356879234314,0.41514143347740173,0.04229277744889259,0.08446437120437622,0.11185166984796524,0.16032476723194122,0.0,0.0,0.0,0.0,0.13277171552181244,0.07704900950193405,477152,78.66007232666016
1.120715856552124,0.007609911262989044,0.0012642225483432412,0.0012642225483432412,0.0012642225483432412,0.015170670114457607,0.2483225017786026,0.14475347101688385,0.262958288192749,0.3501896262168884,0.4633375406265259,0.0446559302508831,0.08404099196195602,0.11068814247846603,0.14597365260124207,0.0,0.0,0.0,0.0,0.12449157238006592,0.07877178490161896,303056,63.50712585449219
1.4493203163146973,0.009301828220486641,0.0,0.0,0.0,0.03818615898489952,0.2070058137178421,0.09069212526082993,0.21957039833068848,0.3126491606235504,0.4606205224990845,0.009289979934692383,0.02405441366136074,0.033344391733407974,0.04927007481455803,0.0,0.0,0.0,0.0,0.036679044365882874,0.020623380318284035,186992,47.01835632324219
1.5023362636566162,0.005614541005343199,0.0,0.0,0.0,0.011363636702299118,0.1632949709892273,0.04545454680919647,0.17045454680919647,0.2613636255264282,0.4545454680919647,0.0008244023192673922,0.0032976092770695686,0.0057708160020411015,0.011747732758522034,0.0,0.0,0.0,0.0,0.009074398316442966,0.004579336382448673,109616,34.93180465698242
1.5264761447906494,0.003557734191417694,0.0,0.0,0.0,0.0,0.2942078709602356,0.15789473056793213,0.3684210479259491,0.4736842215061188,0.5789473652839661,0.0016685206210240722,0.0038932147435843945,0.005005561746656895,0.0055617354810237885,0.0,0.0,0.0,0.0,0.0035753261763602495,0.0023919339291751385,58032,24.83183479309082
1.503941297531128,0.002859555184841156,0.0,0.0,0.0,0.0,0.6666666865348816,0.5,1.0,1.0,1.0,0.0007147963042370975,0.001429592608474195,0.001429592608474195,0.001429592608474195,0.0,0.0,0.0,0.0,0.0008241758332587779,0.0007326007471419871,32240,17.714284896850586
1.4855530261993408,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12896,11.204170227050781
