alpha,beta,temp,total_cov,avg_recall_per_group
0.0,0.0,1.0,0.08276333789329686,0.08630087209302326
0.1,0.0,1.0,0.07387140902872777,0.07508478682170543
0.2,0.0,1.0,0.0673734610123119,0.06818071705426357
0.30000000000000004,0.0,1.0,0.0673734610123119,0.06818071705426357
0.4,0.0,1.0,0.06703146374829001,0.06781734496124031
0.5,0.0,1.0,0.06497948016415869,0.06563711240310077
0.6000000000000001,0.0,1.0,0.06361149110807114,0.06418362403100775
0.7000000000000001,0.0,1.0,0.06326949384404924,0.06382025193798449
0.8,0.0,1.0,0.06292749658002736,0.06345687984496123
0.9,0.0,1.0,0.06292749658002736,0.06345687984496123
1.0,0.0,1.0,0.01094391244870041,0.011446220930232558
0.0,0.1,1.0,0.08276333789329686,0.08630087209302326
0.1,0.1,1.0,0.07387140902872777,0.07508478682170543
0.2,0.1,1.0,0.0673734610123119,0.06818071705426357
0.30000000000000004,0.1,1.0,0.0673734610123119,0.06818071705426357
0.4,0.1,1.0,0.06703146374829001,0.06781734496124031
0.5,0.1,1.0,0.06497948016415869,0.06563711240310077
0.6000000000000001,0.1,1.0,0.06361149110807114,0.06418362403100775
0.7000000000000001,0.1,1.0,0.06326949384404924,0.06382025193798449
0.8,0.1,1.0,0.06292749658002736,0.06345687984496123
0.9,0.1,1.0,0.06292749658002736,0.06345687984496123
1.0,0.1,1.0,0.01094391244870041,0.011446220930232558
0.0,0.2,1.0,0.08276333789329686,0.08630087209302326
0.1,0.2,1.0,0.07387140902872777,0.07508478682170543
0.2,0.2,1.0,0.0673734610123119,0.06818071705426357
0.30000000000000004,0.2,1.0,0.0673734610123119,0.06818071705426357
0.4,0.2,1.0,0.06703146374829001,0.06781734496124031
0.5,0.2,1.0,0.06497948016415869,0.06563711240310077
0.6000000000000001,0.2,1.0,0.06361149110807114,0.06418362403100775
0.7000000000000001,0.2,1.0,0.06326949384404924,0.06382025193798449
0.8,0.2,1.0,0.06292749658002736,0.06345687984496123
0.9,0.2,1.0,0.06292749658002736,0.06345687984496123
1.0,0.2,1.0,0.01094391244870041,0.011446220930232558
0.0,0.30000000000000004,1.0,0.08276333789329686,0.08630087209302326
0.1,0.30000000000000004,1.0,0.07387140902872777,0.07508478682170543
0.2,0.30000000000000004,1.0,0.0673734610123119,0.06818071705426357
0.30000000000000004,0.30000000000000004,1.0,0.0673734610123119,0.06818071705426357
0.4,0.30000000000000004,1.0,0.06703146374829001,0.06781734496124031
0.5,0.30000000000000004,1.0,0.06497948016415869,0.06563711240310077
0.6000000000000001,0.30000000000000004,1.0,0.06361149110807114,0.06418362403100775
0.7000000000000001,0.30000000000000004,1.0,0.06326949384404924,0.06382025193798449
0.8,0.30000000000000004,1.0,0.06292749658002736,0.06345687984496123
0.9,0.30000000000000004,1.0,0.06292749658002736,0.06345687984496123
1.0,0.30000000000000004,1.0,0.01094391244870041,0.011446220930232558
0.0,0.4,1.0,0.08276333789329686,0.08630087209302326
0.1,0.4,1.0,0.07387140902872777,0.07508478682170543
0.2,0.4,1.0,0.0673734610123119,0.06818071705426357
0.30000000000000004,0.4,1.0,0.0673734610123119,0.06818071705426357
0.4,0.4,1.0,0.06703146374829001,0.06781734496124031
0.5,0.4,1.0,0.06497948016415869,0.06563711240310077
0.6000000000000001,0.4,1.0,0.06361149110807114,0.06418362403100775
0.7000000000000001,0.4,1.0,0.06326949384404924,0.06382025193798449
0.8,0.4,1.0,0.06292749658002736,0.06345687984496123
0.9,0.4,1.0,0.06292749658002736,0.06345687984496123
1.0,0.4,1.0,0.01094391244870041,0.011446220930232558
0.0,0.5,1.0,0.08276333789329686,0.08630087209302326
0.1,0.5,1.0,0.07387140902872777,0.07508478682170543
0.2,0.5,1.0,0.0673734610123119,0.06818071705426357
0.30000000000000004,0.5,1.0,0.0673734610123119,0.06818071705426357
0.4,0.5,1.0,0.06703146374829001,0.06781734496124031
0.5,0.5,1.0,0.06497948016415869,0.06563711240310077
0.6000000000000001,0.5,1.0,0.06361149110807114,0.06418362403100775
0.7000000000000001,0.5,1.0,0.06326949384404924,0.06382025193798449
0.8,0.5,1.0,0.06292749658002736,0.06345687984496123
0.9,0.5,1.0,0.06292749658002736,0.06345687984496123
1.0,0.5,1.0,0.01094391244870041,0.011446220930232558
0.0,0.6000000000000001,1.0,0.08276333789329686,0.08630087209302326
