test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.37607064843177795,0.015720583498477936,0.004759220872074366,0.005448055453598499,0.006825724616646767,0.01715824380517006,0.12211474031209946,0.047780074179172516,0.1281232386827469,0.17095622420310974,0.27089986205101013,0.05122433230280876,0.13891322910785675,0.18104687333106995,0.27675488591194153,0.0,0.0,0.0,0.0,0.24769771099090576,0.1199382022023201
