candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.968421052631579,0.02516411378555799,0.014734183944710261,0.01145008624367029,0.04401913875598086
3135,2.889952153110048,0.07768052516411379,0.06229778992936888,0.03474109698505209,0.04529505582137161
6270,5.760765550239235,0.14442013129102846,0.12342333105491,0.04262823459604268,0.042105263157894736
12540,11.502392344497608,0.2696936542669584,0.24703729019518494,0.038915593471311974,0.039314194577352475
22990,20.963636363636365,0.4048140043763676,0.3782847269689375,0.03212198494959375,0.03218790778599391
39710,35.67846889952153,0.5328227571115973,0.5066795777322093,0.02548777106545403,0.024527826743893227
63745,56.70334928229665,0.6411378555798687,0.6183720665299612,0.019307953115013782,0.01838575574554867
100320,88.7090909090909,0.7434354485776805,0.7221679197994988,0.01477881966623207,0.013546650717703348
150480,132.45263157894738,0.8074398249452954,0.7888809144072302,0.010975032643363488,0.009808612440191388
220495,193.00956937799043,0.8517505470459519,0.8392052099946837,0.008070068186352468,0.007061384611895961
313500,271.3129186602871,0.8905908096280087,0.8839261031366294,0.006045877896924346,0.005192982456140351
435765,374.68133971291866,0.9157549234135668,0.9112041467304626,0.004591807884680145,0.003841520085367113
593560,509.6622009569378,0.9316192560175055,0.9300102529049897,0.0035494921862929633,0.002869128647482984
794200,682.266028708134,0.9425601750547046,0.9406880838459786,0.0027825026579837916,0.002169478720725258
1045000,894.2421052631579,0.9518599562363238,0.9490772385509227,0.0021562387040646837,0.0016650717703349282
