test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.7885445356369019,0.011822099797427654,0.0011516314698383212,0.003838771488517523,0.006142034661024809,0.01727447286248207,0.1522575318813324,0.06564299762248993,0.1393474042415619,0.21190018951892853,0.37965449690818787,0.024731352925300598,0.0525442473590374,0.07925094664096832,0.14488516747951508,0.0,0.0,0.0,0.0,0.101382777094841,0.05025850981473923
