candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9215311004784689,0.027899343544857767,0.024275461380724537,0.008553201184780132,0.04880382775119617
3135,2.8382775119617225,0.08807439824945296,0.07579934685197844,0.03424835664070114,0.05135566188197767
6270,5.749282296650717,0.16028446389496717,0.15120452646768437,0.03934892794479176,0.046730462519936206
12540,11.476555023923446,0.25601750547045954,0.23670502012607275,0.03816722874479463,0.03732057416267943
22990,20.98181818181818,0.3440919037199125,0.3141410344041923,0.025802666528949757,0.027359721618094825
39710,36.15598086124402,0.4425601750547046,0.4051321485532012,0.018948009948537424,0.020372702090153613
63745,57.94736842105263,0.5235229759299781,0.48904723931039723,0.014373525035843743,0.015012942191544434
100320,90.35885167464114,0.6143326039387309,0.5750846814004709,0.010865054709157633,0.011194178628389154
150480,130.50526315789475,0.7106126914660832,0.6729577732209311,0.00907080809659947,0.00863237639553429
220495,178.22392344497607,0.7932166301969366,0.7653896103896104,0.007587634415047568,0.006576112837025783
313500,234.83062200956937,0.8440919037199125,0.8226987924356345,0.00617969921473866,0.004921850079744817
435765,318.2459330143541,0.8708971553610503,0.8545967190704032,0.004722523282827685,0.0036533452663706357
593560,437.9435406698565,0.8966083150984683,0.884213943950786,0.0035445206556605135,0.0027613046701260194
794200,592.2966507177033,0.9234135667396062,0.9147881066302119,0.002715298574000914,0.0021254092168219592
1045000,791.2746411483254,0.9431072210065645,0.9389109136477558,0.00209049266164086,0.0016497607655502392
