candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
8145,0.8045426642111725,0.01022604951560818,0.012753969530591781,0.00917833999332839,0.02565991405770411
24435,2.5351749539594843,0.03625599373715628,0.040842225361650754,0.023162226520739623,0.03032535297728668
48870,5.137753222836095,0.06996770721205597,0.07762884367729883,0.031212882251132255,0.029261305504399426
97740,10.355678330263965,0.12687151384675605,0.14069235296633673,0.03274178092838253,0.026529568242275425
179190,19.052302025782687,0.20334670711419905,0.22124377764891517,0.029754364814724807,0.023193258552374574
309510,33.029834254143644,0.2942068695567081,0.3148869982792866,0.025477936794175152,0.01942748214920358
496845,53.139349294045424,0.381348468538996,0.4025730035585792,0.020695262221478248,0.015686984874558465
781920,83.7062001227747,0.46741364125648305,0.48910509296105564,0.016211726402709622,0.012217362390014324
1172880,125.50914671577655,0.540121342597123,0.5568032478682872,0.012573268549227802,0.009411875042630108
1718595,183.69686924493556,0.5989333594285156,0.6105263326278542,0.00960377305198786,0.007122678699751832
2443500,260.65414364640884,0.6474214698111361,0.6573537612308218,0.007311928520699734,0.005415183138940045
3396465,361.34094536525475,0.6871024562090224,0.6955728896471938,0.005635672140179167,0.004134592878183641
4626360,490.93235113566607,0.7183677463548293,0.7254080747336102,0.00442590393766211,0.0031735532902757244
6190200,655.268262737876,0.7447891183090322,0.7500508297484509,0.003465611786373378,0.002459048172918484
8145000,860.0399017802333,0.7693022800665427,0.7719276289300046,0.002745255984434096,0.0019303867403314917
