candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
8145,0.9068139963167587,0.016782464037577063,0.015473388258540121,0.016070765996735376,0.04211172498465316
24435,2.6902394106813996,0.04516097465505431,0.04503113985594544,0.026525183793690323,0.037773685287497444
48870,5.353345610804174,0.08141696839221059,0.082222291345221,0.03222936807867743,0.03404951913239206
97740,10.67280540208717,0.13729327722869164,0.13975300241040786,0.03245310045838662,0.028708819316554123
179190,19.543278084714547,0.2110774048341325,0.21732626995428528,0.030990222492601832,0.024075004185501424
309510,33.75788827501535,0.2965065074860554,0.30772418996668593,0.028060264447533415,0.019579335078026557
496845,54.222590546347455,0.3808591838731774,0.3969686702938726,0.023704739221485718,0.015666857873179764
781920,85.43744628606507,0.46222722379880615,0.4767709091563763,0.019297208137537134,0.012081798649478207
1172880,128.27292817679557,0.5260788726881299,0.5412438941841432,0.015351024745132556,0.00916717822795171
1718595,188.0524248004911,0.5828848223896663,0.5939159371956043,0.012214751772507219,0.006931825124593055
2443500,267.36783302639657,0.6341618553674527,0.6388563013189854,0.010249170293896295,0.005304276652342951
3396465,371.4439533456108,0.6733046286329386,0.6721041841614539,0.008276514483958034,0.004051565377532229
4626360,505.71663597298954,0.7091691946374401,0.7052948981950566,0.006706980825529688,0.0031329165910132374
6190200,676.014978514426,0.7392602015852823,0.732136729914146,0.005299813742793769,0.0024407935123259344
8145000,888.3872314303253,0.765436931206576,0.7563047835575787,0.004056655676149815,0.0019206875383670965
