test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total
0.01928410306572914,0.024852359667420387,0.0,0.0,0.0,0.019736841320991516,0.9599779844284058,0.9210526347160339,1.0,1.0,1.0,0.01653634011745453,0.01762012019753456,0.01762012019753456,0.01762012019753456,0.0,0.0,0.0,0.0
