test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.6562743782997131,0.011258823797106743,0.0,0.0,0.002594033721834421,0.02756160870194435,0.28261348605155945,0.1228923499584198,0.35538262128829956,0.44163423776626587,0.570038914680481,0.12767359614372253,0.20730501413345337,0.2574201822280884,0.3307996094226837,0.00018552875553723425,0.0003710575110744685,0.0003710575110744685,0.0005565862520597875,0.24715013802051544,0.176788792014122
