test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.021895907819271088,0.1548800766468048,0.08838799595832825,0.1623992770910263,0.02988792583346367,0.21781215071678162,0.29057884216308594,0.38251158595085144,0.09866956621408463,0.045311424881219864,0.10597264766693115,0.13908295333385468,0.20358161628246307,0.11131052672863007,0.7882526516914368
