candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9913875598086125,0.01586433260393873,0.002513860408597251,0.00022290451098084738,0.027751196172248804
3135,2.971291866028708,0.037199124726477024,0.00943912812333865,0.0005145109063479152,0.021690590111642743
6270,5.83444976076555,0.06400437636761488,0.018362573099415205,0.0010138231798002295,0.018660287081339714
12540,11.544497607655503,0.11214442013129103,0.042736006683375106,0.0022872766033335576,0.01634768740031898
22990,20.894736842105264,0.17067833698030635,0.08752829042302726,0.0029618114783015,0.013571117877337974
39710,36.169377990430625,0.25437636761487964,0.17221272879167615,0.011658172310170084,0.011709896751447998
63745,58.407655502392345,0.3769146608315099,0.3040810359231412,0.010367926134430104,0.0108086908777159
100320,92.48995215311005,0.486870897155361,0.42268664084453555,0.008597876903793402,0.008871610845295056
150480,139.23157894736843,0.5667396061269147,0.5076042378673957,0.006728073309674782,0.006884635832004253
220495,204.5023923444976,0.62472647702407,0.5733390293916609,0.005214354095087172,0.005179255765436858
313500,291.4066985645933,0.6931072210065645,0.6556607427660059,0.00432128673247638,0.004041467304625199
435765,405.29665071770336,0.7423413566739606,0.7105753018910914,0.0035212888512195103,0.003114063772905121
593560,551.6822966507177,0.8025164113785558,0.7785497835497835,0.002770427035482595,0.0024715277309791763
794200,737.6124401913876,0.8440919037199125,0.8208236500341763,0.0022097163352203827,0.0019428355577940065
1045000,968.8947368421053,0.8676148796498906,0.8470596946912736,0.001797155905641549,0.0015177033492822967
