test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.03833413124084473,0.3147639334201813,0.176549032330513,0.840436577796936,0.7739837765693665,0.8858861327171326,0.924765944480896,0.9640454053878784,0.1960877627134323,0.12619304656982422,0.2131752371788025,0.2594214379787445,0.33371052145957947,0.07974778115749359,9.912309646606445
