test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.5310231447219849,1.2217408418655396,0.8763819932937622,0.9415652751922607,0.9164828658103943,0.9583918452262878,0.9724283218383789,0.9877681732177734,0.02268345095217228,0.0064979479648172855,0.023255813866853714,0.03214774280786514,0.050615593791007996,48292.38671875,0.8657673001289368
