test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.5736961364746094,0.34410327672958374,0.45889970660209656,0.7561545372009277,0.6494767665863037,0.8329226970672607,0.9007128477096558,0.9580681324005127,0.17644673585891724,0.1107940599322319,0.19403719902038574,0.23718389868736267,0.304240882396698,0.10012959688901901,8.144027709960938
