test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.5611853003501892,0.018077386543154716,0.007156308740377426,0.012429378926753998,0.024482108652591705,0.03201506659388542,0.14652854204177856,0.05386064201593399,0.15141242742538452,0.22824858129024506,0.3544256091117859,0.020569706335663795,0.05767328292131424,0.08774670958518982,0.13607247173786163,0.0,0.0,0.0,0.0,0.1001630574464798,0.04901186004281044
