candidate_size,avg_group_count,total_cov,avg_cov_per_group,avg_group_density,pos_density
1045,0.9760765550239234,0.023522975929978117,0.02205855547960811,0.024369290996085254,0.04114832535885168
3135,2.9301435406698566,0.07768052516411379,0.07004974557606136,0.04241358541962183,0.04529505582137161
6270,5.842105263157895,0.15426695842450766,0.14054226475279108,0.04553163488083059,0.044976076555023926
12540,11.653588516746412,0.28774617067833697,0.280457963089542,0.0449892379575496,0.04194577352472089
22990,21.378947368421052,0.43161925601750545,0.41668109668109665,0.03581423425532126,0.03431926924749891
39710,36.86507177033493,0.5661925601750547,0.5480925799346852,0.027240746280877855,0.02606396373709393
63745,59.02296650717703,0.6805251641137856,0.6577128427128427,0.02035382732138355,0.01951525609851753
100320,92.57607655502392,0.7844638949671773,0.7702889800258221,0.01519676068636374,0.014294258373205741
150480,138.17224880382776,0.8566739606126915,0.8442268550163287,0.01090907970077727,0.010406698564593302
220495,201.58755980861244,0.9070021881838074,0.8950288600288601,0.007894696241387745,0.0075194448853715505
313500,286.2459330143541,0.937089715536105,0.9275472772841193,0.005736195658672193,0.005464114832535885
435765,397.1578947368421,0.9611597374179431,0.9550991114149009,0.0042491637453870605,0.0040319897192294014
593560,539.3703349282297,0.9715536105032823,0.9694531784005468,0.003171550642385599,0.0029921153716557717
794200,719.112918660287,0.9781181619256017,0.9767897015265437,0.0023989938670787225,0.002251322085117099
1045000,942.0602870813398,0.9824945295404814,0.9817657780815675,0.0018424800746256647,0.0017186602870813397
