candidate_mrr,candidate_ndc,candidate_map,candidate_recall@1_per_group,candidate_recall@3_per_group,candidate_recall@5_per_group,candidate_recall@10_per_group,candidate_recall@1_total,candidate_recall@3_total,candidate_recall@5_total,candidate_recall@10_total
0.19476479291915894,0.11397585272789001,0.06442800909280777,0.03606206923723221,0.07188982516527176,0.1106337308883667,0.1604306399822235,0.0,0.0,0.0,0.0
