test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.2966213524341583,1.0,0.648310661315918,0.6860716938972473,0.5673111081123352,0.7594546675682068,0.8547019958496094,0.9220724701881409,0.04390475153923035,0.005200594197958708,0.01894502155482769,0.028974739834666252,0.15026003122329712,24.58150863647461,0.011936582624912262
