test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.5669292211532593,0.9140161275863647,0.740472674369812,0.6992784142494202,0.5758523941040039,0.7798304557800293,0.8627098798751831,0.9431154727935791,0.009360666386783123,0.0005903768469579518,0.0029026861302554607,0.006641739513725042,0.01229951810091734,0.12292009592056274,0.06184200197458267
