test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.4088183343410492,0.21544021368026733,0.03184713423252106,0.25690022110939026,0.443736732006073,0.6772823929786682,0.1680079996585846,0.07643312215805054,0.14649681746959686,0.2144373655319214,0.36305731534957886,0.012808865867555141,0.024436773732304573,0.035882994532585144,0.06041061133146286,0.0,0.0,0.0,0.0,0.03091859072446823,0.015815654769539833
