test_rp_loss,test_tp_loss,test_total_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_tail_mrr,test_tail_hits1,test_tail_hits3,test_tail_hits5,test_tail_hits10,test_relation_rmse,test_tail_rmse
0.010143161751329899,1.0,0.5050716400146484,0.38688206672668457,0.24728691577911377,0.4191363751888275,0.610304594039917,0.7298583388328552,0.04108018800616264,0.01056338008493185,0.022300468757748604,0.033010564744472504,0.12837441265583038,0.001622985233552754,0.012189731933176517
