test_lp_loss,test_mrr,test_hits1,test_hits3,test_hits5,test_hits10,test_link_mrr,test_link_hits@1,test_link_hits@3,test_link_hits@5,test_link_hits@10,test_link_recall@1_perGroup,test_link_recall@3_perGroup,test_link_recall@5_perGroup,test_link_recall@10_perGroup,test_link_recall@1_total,test_link_recall@3_total,test_link_recall@5_total,test_link_recall@10_total,test_link_ndcg,test_link_map
0.5897133946418762,0.005654158070683479,0.0,0.0003995205624960363,0.0019976028706878424,0.004394726362079382,0.17497354745864868,0.10187774896621704,0.16779863834381104,0.2241310477256775,0.345185786485672,0.0380738228559494,0.06324958801269531,0.08255790174007416,0.1261889934539795,0.0,0.0,0.0,0.0,0.0999375581741333,0.05552186816930771
